,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165
Roseimicrobium sp. ORNL1,12,13,14,19,14,0,18,21,0,0,11,25,39,30,44,26,26,20,29,20,17
Hymenobacter sp. APR13,0,0,0,0,0,0,0,40,0,0,0,0,53,0,0,0,32,31,29,0,0
Levilactobacillus suantsaii,22,12,30,12,0,17,22,29,12,0,16,0,19,11,12,32,0,19,29,19,15
Pseudomonas sp. GCEP-101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,17,0,21
Marispirochaeta aestuarii,30,18,45,19,18,14,32,42,12,0,18,41,56,46,52,37,65,51,57,38,39
Thalassobaculum sp. OXR-137,34,14,24,32,0,20,21,33,23,20,19,24,23,27,36,27,32,38,30,27,67
Photobacterium sp. DA100,15,0,0,0,0,0,19,11,0,0,0,14,27,19,27,0,0,15,0,0,16
Pseudooceanicola spongiae,16,0,0,0,0,0,11,21,0,0,0,30,12,18,14,14,12,0,0,0,15
Streptomyces finlayi,0,0,0,0,0,0,0,25,0,0,22,0,26,20,30,24,12,15,23,13,17
Pyrococcus furiosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,19,0,10,10
Granulicella mallensis,21,0,10,0,0,0,18,16,0,0,0,17,12,0,0,0,17,22,18,15,17
Serratia odorifera,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,20,0,12,17,0,0
Oscillatoria nigro-viridis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0
Blastococcus sp. PRF04-17,0,0,0,0,0,0,0,21,0,0,0,0,11,0,13,13,14,0,18,0,13
Tupanvirus soda lake,0,0,26,11,12,0,12,0,0,0,0,0,0,0,15,0,0,0,0,0,0
Bifidobacterium sp. KimH,13,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10
Pseudomonas sp. ZM23,0,0,0,0,0,0,23,47,33,0,35,0,0,0,20,24,35,37,30,36,30
Aliarcobacter lanthieri,97,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,13,29,27,10,11
Desulfuromonas soudanensis,0,0,0,0,0,0,15,28,0,16,0,0,31,16,42,13,23,16,19,10,24
Komagataeibacter europaeus,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0
uncultured Tolumonas sp.,41,14,38,17,17,24,43,58,25,37,29,26,61,34,71,54,31,65,58,37,39
Pedobacter sp. BS3,37,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
Halomonas sp. Y3,0,0,0,0,0,0,0,19,0,0,0,0,0,62,0,20,29,18,19,23,0
Veillonella rodentium,24,19,34,13,24,0,15,14,0,10,0,147,0,0,12,13,12,14,16,0,35
Acinetobacter terrestris,0,50,0,29,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter tibetensis,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
Faecalibacterium sp. I3-3-89,1589,16527,33319,20653,14224,2389,5733,5110,4726,2333,5073,1054,3763,3145,3482,3759,5770,6349,6199,4273,5477
Sphingomonas insulae,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,11,16,0,0,0,0
Chlamydiifrater volucris,40,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
Paenibacillus sp. IHB B 3084,14,0,15,0,27,26,19,37,0,0,0,0,23,0,19,29,19,20,20,0,30
Labrenzia sp. PHM005,0,0,11,0,0,0,0,22,0,0,14,0,13,0,13,18,24,31,21,12,39
Mycoplasmopsis anatis,12,0,0,0,0,14,15,12,0,0,14,0,13,0,0,0,15,0,24,0,0
Anaerotignum propionicum,133,100,176,85,115,96,179,224,84,44,95,281,106,113,112,159,141,199,164,128,438
Pseudomonas sp. MH9.2,0,0,0,0,0,0,0,14,0,0,16,0,22,0,33,10,14,0,0,0,0
Neisseria shayeganii,25,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,13,0,11,19
Sinomonas sp. R1AF57,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,12,0,0,18,13,15
Shewanella decolorationis,0,0,0,0,0,0,0,0,0,0,0,0,35,0,22,0,0,0,0,0,0
Phocaeicola salanitronis,4714,1062,1222,1208,1015,681,791,686,434,481,561,3090,603,339,304,752,1174,827,1491,1640,4108
Alloalcanivorax xenomutans,25,0,0,0,0,20,0,35,0,0,0,13,0,0,26,35,0,0,0,0,31
Weissella soli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Vibrio fortis,0,13,37,0,0,0,0,12,0,0,0,17,11,12,0,28,0,15,18,0,0
Brenneria ulupoensis,28,0,0,0,0,0,37,0,0,0,25,0,0,0,19,0,0,0,0,0,0
Lughvirus lugh,0,15,30,37,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,660
Ichthyobacterium seriolicida,27,0,11,0,0,0,0,0,0,0,0,31,0,0,12,0,16,18,19,17,14
Kosakonia cowanii,18,19,39,0,32,0,14,18,0,0,0,15,0,0,22,0,44,45,31,0,32
Proteiniclasticum sp. QWL-01,72,49,122,48,53,45,110,202,65,66,69,65,142,125,153,105,171,178,161,145,241
Pandoraea commovens,0,0,0,0,0,0,18,38,0,0,0,25,17,27,28,21,22,19,32,0,31
Mycoplasma phocoenae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Phycisphaera mikurensis,14,0,0,0,0,0,0,32,0,0,0,0,13,13,13,10,24,31,23,14,11
Thermoplasma acidophilum,28,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Geobacter benzoatilyticus,17,0,0,0,0,0,18,25,0,0,0,12,16,18,27,25,17,28,29,18,13
Natronosalvus vescus,0,0,29,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
Kluyvera ascorbata,0,0,0,0,0,0,0,27,0,0,0,0,23,0,24,0,30,27,33,0,0
Flavobacterium channae,68,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,14,37,37,24,0
Paracoccus sp. S3-43,31,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,27
Selenomonas timonae,60,14,45,22,27,20,45,65,22,26,46,71,79,54,82,46,56,87,71,66,42
Clostridium thermarum,101,40,75,31,28,42,69,106,39,36,68,140,124,108,193,57,72,173,128,74,111
Lactococcus paracarnosus,0,10,25,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alicyclobacillus sp. TC,32,0,0,0,0,0,10,0,0,0,11,41,0,0,0,0,10,0,10,0,0
Leucobacter sp. CX169,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,0
Corynebacterium sp. sy039,21,0,0,0,0,0,0,12,0,0,0,23,0,0,0,0,0,0,0,0,0
Streptomyces rimosus,23,0,0,0,0,0,17,34,19,0,0,23,15,20,16,0,20,31,28,22,18
Candidatus Absconditicoccus praedator,17,0,14,0,0,0,11,0,0,0,0,30,0,0,0,0,0,36,14,0,0
Jahgtovirus secundus,0,0,0,0,0,2911,214,4275,84,5452,18509,0,190,0,0,0,0,0,137,419,0
Shewanella sp. DAU305,60,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,80,0,0
Acetobacterium sp. KB-1,88,42,105,29,39,30,53,86,18,28,45,103,57,49,66,52,41,52,56,32,48
Solwaraspora sp. WMMD791,0,0,0,0,0,0,31,19,0,0,0,0,0,25,0,0,32,29,30,26,17
Aeromonas jandaei,65,0,27,0,26,0,0,0,0,0,0,18,0,0,0,0,39,48,45,25,28
Gracilibacillus salitolerans,30,0,28,12,23,13,24,22,13,12,0,23,10,13,26,35,34,49,36,19,26
Metabacillus dongyingensis,45,0,62,0,0,0,0,0,0,0,0,50,0,0,0,0,0,89,0,0,0
Salmonella bongori,41,12,20,13,0,0,10,0,0,0,0,39,0,0,0,15,14,12,22,23,0
Corynebacterium singulare,0,0,12,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Brevundimonas nasdae,0,0,0,0,0,0,0,30,0,0,0,0,0,64,81,0,79,66,43,37,0
Mucilaginibacter sp. SJ,99,0,0,0,0,71,37,27,45,47,35,40,27,0,0,16,20,29,30,32,17
Candidatus Kinetoplastibacterium galatii,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,13,86,12,0
Hoyosella subflava,0,0,11,0,13,0,0,0,0,0,0,0,19,11,27,0,0,0,0,0,13
Roseiflexus castenholzii,0,0,0,0,0,0,22,21,12,0,0,0,18,19,11,20,36,19,35,13,30
Sinorhizobium fredii,38,56,53,61,62,0,38,94,37,24,24,0,60,68,95,61,80,83,73,80,91
Synechococcus elongatus,0,0,0,12,0,0,0,20,0,0,0,0,0,0,0,17,17,20,21,11,13
Nonomuraea gerenzanensis,29,0,0,0,0,0,22,28,11,13,0,52,43,38,62,31,56,58,78,24,36
Nitratireductor mangrovi,0,16,0,0,0,0,0,18,0,0,0,0,0,0,0,11,0,16,0,0,24
Erythrobacter sp.,13,0,0,0,0,33,37,25,23,29,31,0,47,18,16,14,0,19,21,14,0
Rhizobium sp. WYJ-E13,26,0,0,0,0,0,0,0,0,0,0,49,0,0,27,0,12,11,12,0,0
Pseudomonas sp. C9-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Rhodomicrobium lacus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14
Cytobacillus solani,17,12,33,0,18,21,33,25,0,12,11,45,21,16,15,23,20,44,45,24,21
Streptomyces sp. HNA39,25,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,33
Streptomyces nojiriensis,0,0,0,0,0,0,0,34,0,0,0,0,23,20,64,22,0,20,0,0,21
Corynebacterium hansenii,17,0,0,0,0,0,0,12,0,0,0,54,0,0,0,0,12,23,13,26,15
Campylobacter sp. CS_NA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
Gallaecimonas mangrovi,14,0,0,0,0,17,24,30,13,12,24,14,0,16,15,15,11,15,21,11,32
Morganella morganii,118,39,55,50,20,42,76,91,40,49,43,148,68,61,64,94,113,123,167,84,132
Thermus aquaticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Bermanella marisrubri,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,23,12,14,0
Yersinia similis,0,0,0,0,0,0,0,0,0,21,0,0,0,13,0,17,0,0,0,0,0
Polaribacter reichenbachii,46,0,18,15,11,0,14,27,0,0,29,37,36,15,34,0,0,35,29,23,23
Thermococcus sp. 5-4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,20,0,0
Brevibacterium linens,26,0,0,0,0,0,32,36,0,0,0,0,25,21,20,0,39,0,0,0,0
Virgibacillus sp. Bac332,21,0,0,0,0,0,51,0,0,0,0,0,0,0,0,77,0,160,95,0,67
Sphingobium sp. AntQ-1,35,0,23,0,0,0,0,13,0,0,0,60,0,0,0,0,0,0,0,32,17
Segatella oris,1365,382,570,479,433,23,22,30,23,22,22,3958,24,28,24,33,62,34,61,70,152
Dehalogenimonas etheniformans,21,10,14,0,0,0,0,21,0,0,0,15,22,31,51,10,0,12,14,0,14
Streptomyces laculatispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Vibrio casei,0,0,0,0,0,0,0,19,0,0,16,12,0,0,0,0,0,13,0,0,51
Jeotgalibaca dankookensis,29,0,0,0,0,0,0,13,0,0,0,20,0,0,11,19,20,22,24,11,13
Vibrio metschnikovii,15,0,0,0,0,0,13,0,0,0,11,33,0,0,0,0,0,0,13,0,0
Pedobacter gandavensis,39,0,0,0,0,0,0,18,22,18,0,38,0,0,0,0,18,16,30,32,0
Devosia sp. 1566,14,14,19,18,13,0,0,23,0,0,0,0,12,12,0,12,17,14,12,0,60
Caulobacter soli,0,0,0,0,0,0,0,30,0,18,0,34,30,14,37,22,13,23,31,18,0
Enterobacteriaceae endosymbiont of Donacia fulgens,28,0,19,0,0,0,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0
Rasiella rasia,65,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0
Olivibacter sp. LS-1,62,26,15,12,26,0,15,14,0,0,13,48,0,10,13,17,21,20,28,18,16
Levilactobacillus brevis,27,18,36,23,28,31,46,44,28,0,58,31,21,29,29,47,32,45,43,23,47
Bernardetia litoralis,28,0,17,0,0,28,32,35,15,25,39,40,27,0,18,48,47,61,64,43,11
Candidatus Filomicrobium marinum,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
Beggiatoa leptomitoformis,10,0,14,0,11,11,17,21,0,24,17,12,18,18,14,23,22,20,35,14,85
Microbacterium foliorum,0,0,0,0,54,0,27,28,0,31,0,0,35,0,0,38,0,0,0,0,47
Vibrio sp. YMD68,24,0,0,0,0,0,20,0,0,0,0,84,0,0,0,13,0,0,14,0,0
Aurantibacillus circumpalustris,110,0,0,0,0,0,0,0,0,0,16,50,12,17,12,13,19,28,34,33,20
Mucilaginibacter sp. 21P,111,0,15,14,0,0,0,16,0,0,0,200,11,0,10,23,25,27,29,22,19
Amphritea atlantica,12,0,16,12,14,0,14,17,0,0,17,14,42,29,59,0,16,20,15,0,13
uncultured Propionivibrio sp.,26,0,13,0,0,0,12,19,0,0,0,33,0,11,12,11,23,22,20,21,10
Arthrobacter alpinus,0,26,34,0,14,0,43,61,0,21,32,0,47,37,82,36,57,67,50,35,44
Thermochromatium tepidum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,18,13,29
Sphingobium baderi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
Paenibacillus physcomitrellae,36,13,23,21,16,15,37,60,0,20,29,18,44,36,53,45,42,56,45,30,50
Sediminicola sp. YIK13,0,0,0,0,0,11,19,0,14,0,10,12,0,0,0,10,0,28,17,11,18
Schaalia sp. JY-X169,15,0,0,0,0,0,0,10,0,0,0,28,0,0,0,11,15,0,12,0,0
Ferrimonas sp. SCSIO 43195,38,15,0,12,0,0,0,17,0,0,0,83,0,11,0,26,19,35,23,20,17
Nakamurella panacisegetis,0,0,0,0,0,0,0,13,0,0,10,0,19,12,17,36,12,15,14,14,0
Enterococcus avium,193,28,47,28,34,13,29,33,0,15,35,76,18,16,20,39,28,45,53,31,61
Saprospira sp. CCB-QB6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marisediminicola antarctica,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,15
Rickettsia bellii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,0,0
Mucilaginibacter ginsenosidivorans,32,0,18,16,13,0,0,11,0,0,0,72,12,10,13,13,27,15,37,18,55
Geomonas nitrogeniifigens,14,0,0,0,0,0,0,36,0,0,0,26,14,14,19,14,31,13,24,18,0
Elusimicrobium minutum,19,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10,34,24,0,78
Halomonas sulfidivorans,0,0,0,0,0,0,12,19,0,0,0,0,19,31,54,16,19,18,15,0,17
Haloplanus sp. GDY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
Paenibacillus sp. S02,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,102,0,0,0
Lysobacter solisilvae,10,0,0,0,0,0,0,23,15,0,0,0,11,0,13,0,21,40,32,14,11
Flavobacterium cerinum,35,0,12,16,10,0,0,0,0,0,0,29,0,0,0,11,13,14,29,12,27
Pectobacterium polonicum,0,0,0,0,0,0,33,18,0,0,27,11,0,16,34,0,0,0,0,0,0
Bacillus sp. FJAT-42376,22,14,24,0,11,15,24,28,0,15,29,35,31,45,22,45,26,43,48,32,36
Pseudocnuella soli,38,0,0,0,0,0,12,0,0,10,11,33,14,0,14,13,25,18,24,11,17
Komagataeibacter xylinus,29,0,0,13,0,15,14,36,16,0,13,24,24,31,18,21,45,41,36,26,22
Mangrovimonas sp. YM274,80,11,11,12,0,0,0,0,0,0,10,30,0,0,0,15,12,41,25,24,19
Actinomyces oris,0,120,67,61,90,0,60,101,53,0,52,51,104,91,85,64,87,69,74,48,85
Bradyrhizobium sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,105,0
Enterobacter sp. R4-368,0,0,0,0,0,0,26,33,27,41,0,0,0,0,32,0,0,0,0,0,0
Prevotella herbatica,668,140,233,162,160,0,23,17,0,0,0,1742,11,10,20,28,46,45,57,55,39
Rheavirus sinusmexicani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0
Kosakonia sp. SMBL-WEM22,31,0,0,0,0,0,0,0,0,0,0,69,0,0,0,13,28,0,12,0,15
Streptococcus phage CHPC1148,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidovorax sp. GBBC 1281,0,0,0,0,0,0,0,41,0,49,0,0,0,24,25,0,42,33,28,0,0
Caldanaerobacter subterraneus,57,0,0,0,0,0,23,30,0,12,10,67,15,15,14,15,43,49,44,26,17
Streptomyces sp. RTd22,0,0,0,0,0,0,43,41,41,0,0,0,53,39,23,35,62,53,32,39,34
Nocardioides sp. Kera G14,14,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,18
Tamlana carrageenivorans,77,0,0,0,0,0,12,24,0,0,0,27,0,0,19,30,21,26,22,29,0
Sphingomonas sp. NIC1,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,30,42,0
Pseudoduganella plicata,35,0,0,0,0,0,13,15,13,0,0,77,0,0,0,0,16,19,19,17,0
Curtobacterium sp. MCBD17_026,0,0,0,0,0,0,0,39,0,0,0,0,37,50,71,0,0,52,0,40,0
Flavobacterium sp. LPB0248,61,0,27,0,0,0,25,0,0,0,0,46,30,37,34,61,33,40,70,36,24
Nocardioides sp. S-1144,0,0,0,16,0,0,31,43,0,21,0,0,34,21,49,28,21,19,23,18,28
Brachyspira murdochii,22,0,0,0,0,13,47,35,13,13,33,18,61,44,88,28,33,59,50,29,0
Gordonia sp. L191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Propioniciclava sp. MC1595,0,0,0,0,0,0,0,13,0,0,0,0,13,0,12,20,25,21,18,16,26
Arthrobacter antioxidans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Paracoccus yeei,32,0,0,0,0,0,0,48,0,0,0,38,0,0,30,0,0,0,0,0,74
Thiopseudomonas alkaliphila,15,0,0,0,0,0,0,22,0,0,0,0,14,14,14,10,18,0,23,0,0
Pseudoalteromonas piscicida,65,24,38,0,0,0,0,0,0,0,0,53,0,0,0,0,66,0,35,0,0
Xanthomonas prunicola,12,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,24,18,17,0,0
Tissierella sp. Yu-01,54,11,17,17,12,14,37,32,10,11,23,40,20,15,21,36,71,95,89,58,54
Desulfurivibrio alkaliphilus,0,0,0,0,0,0,15,24,14,0,0,0,12,11,0,18,21,29,10,18,35
Bacillus paralicheniformis,27,107,205,106,124,16,39,59,14,25,36,39,39,39,42,49,60,71,58,35,68
Yersinia mollaretii,19,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,15,0,0,13
Nocardioides marmorisolisilvae,0,0,13,0,0,0,0,22,0,13,0,0,20,12,0,13,17,0,0,0,19
Streptomyces sp. HUAS 15-9,0,0,0,0,0,43,36,30,20,0,18,38,0,0,15,14,24,17,22,0,0
Acidovorax sp. 1608163,19,0,0,0,0,0,0,0,0,0,0,17,0,0,15,0,0,0,0,0,0
Homo sapiens,12525,3247,5781,3110,3166,3846,7078,6940,3328,3771,5588,14987,5527,4465,5927,6677,7565,14972,11183,7410,6509
Cereibacter azotoformans,0,0,14,0,0,0,16,13,19,0,0,0,17,17,24,18,23,19,14,0,16
Klebsiella huaxiensis,0,28,46,12,11,0,20,29,0,0,0,29,21,12,16,29,22,16,23,15,17
Kocuria palustris,31,0,0,0,0,0,0,25,0,0,0,17,0,0,13,0,0,0,0,14,25
Saccharospirillum mangrovi,28,0,0,0,0,0,11,0,0,0,0,12,0,0,13,16,21,12,0,21,25
Liquorilactobacillus hordei,46,0,20,0,0,0,30,15,0,0,15,68,16,13,13,43,32,47,49,34,22
Enterococcus gallinarum,26,0,0,0,0,0,24,0,0,0,23,0,0,0,0,0,0,36,30,0,0
Pseudodesulfovibrio nedwellii,51,0,0,0,0,0,0,22,0,0,0,22,0,0,20,0,24,13,19,0,15
Sphingomonas sp. So64.6b,0,0,0,0,0,0,12,22,0,0,0,0,16,23,13,12,19,23,24,17,12
Acidihalobacter yilgarnensis,17,0,0,0,0,0,0,19,0,0,0,0,19,20,0,0,12,11,18,12,15
Symbiopectobacterium purcellii,21,10,34,0,10,0,0,0,0,0,0,37,0,0,0,0,0,13,12,0,13
Fictibacillus arsenicus,17,0,24,0,18,0,23,29,0,12,22,27,0,15,17,18,14,28,36,19,36
Halopseudomonas maritima,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,27,21,12,18,15,0
Jannaschia sp. CCS1,10,0,0,0,0,0,0,16,0,0,0,0,11,10,21,0,11,11,14,21,33
Microvirgula aerodenitrificans,42,0,0,13,0,0,0,29,23,0,14,59,19,22,22,22,26,15,25,25,19
Sphingopyxis sp. FD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,18
Streptomyces rapamycinicus,16,0,22,0,0,0,0,22,0,0,0,17,0,0,18,17,0,24,0,0,40
Nocardioides sp. zg-1228,0,0,0,0,0,0,0,26,0,0,0,0,22,20,34,19,20,17,13,14,22
Desulfofarcimen acetoxidans,24,30,66,25,29,30,45,54,22,20,31,29,35,27,57,55,45,83,56,37,77
Aeribacillus pallidus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,91,45,0,0
Edaphobacter lichenicola,0,0,22,0,0,0,0,0,0,0,0,20,0,0,0,0,13,15,16,0,18
Halomonas socia,12,0,20,0,0,0,0,14,0,0,0,21,0,0,0,0,19,13,0,0,23
Bradyrhizobium sp. I71,0,0,0,0,0,0,0,0,0,0,0,0,50,0,67,0,0,0,0,0,0
Enterobacteriaceae endosymbiont of Macroplea appendiculata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
Shewanella maritima,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,16,21,0,16,23,0
Cupriavidus pauculus,48,15,23,17,18,24,53,78,35,43,0,45,57,56,63,73,83,98,100,111,46
Propionibacterium acidifaciens,10,0,0,0,0,0,0,36,0,0,0,0,28,0,18,29,14,22,31,18,12
Streptomyces decoyicus,0,0,0,0,0,0,0,42,0,0,0,0,59,58,77,38,24,48,0,0,0
Dactylosporangium roseum,0,0,0,0,0,0,0,32,0,21,0,0,22,25,27,20,0,15,11,18,0
Spirosoma endbachense,30,0,32,18,0,14,23,0,15,21,0,32,0,0,0,21,0,33,32,21,0
Pseudonocardia petroleophila,0,0,13,0,0,0,17,35,14,0,0,0,16,16,22,21,26,25,24,15,21
Anaeromicropila herbilytica,345,213,409,148,163,160,266,336,146,173,319,458,286,246,302,512,275,468,463,245,345
Candidatus Methylacidiphilum infernorum,0,0,0,0,0,19,27,25,12,0,24,0,45,31,38,14,32,26,29,13,28
Roseomonas marmotae,20,0,0,0,0,0,0,25,20,0,0,12,0,0,10,0,35,47,24,34,61
Carnobacterium maltaromaticum,61,19,24,0,18,33,42,34,22,17,14,20,31,23,24,22,34,107,54,28,63
Paenibacillus brasilensis,17,0,0,0,0,0,18,31,0,0,0,33,17,22,28,18,13,26,17,0,25
Oricola thermophila,0,0,20,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
Erwinia tracheiphila,27,0,0,0,0,26,11,14,0,0,0,19,0,0,0,37,19,28,17,20,11
Mycoplasma sp. Pen4,0,0,0,0,0,0,0,0,0,0,18,0,25,0,0,0,16,26,0,0,0
Aureimonas sp. OT7,0,0,0,0,0,0,23,50,0,0,0,0,0,0,0,0,43,34,40,36,36
Mannheimia haemolytica,76,0,21,0,0,0,21,36,0,23,13,76,16,11,0,17,23,13,21,12,35
Methanotorris igneus,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,14
Toutatisvirus toutatis,0,0,0,0,0,45,349,417,148,92,908,0,1217,0,0,0,73,51,45,39,0
Leptospira tipperaryensis,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,11,0,17,12,12,10
Yersinia rohdei,0,0,18,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Pectobacterium actinidiae,30,0,58,0,0,0,0,0,0,0,23,60,24,0,35,0,0,0,0,0,0
Clostridium septicum,92,19,52,20,12,22,72,101,34,16,28,147,34,34,42,50,130,226,149,102,46
Gulosibacter molinativorax,0,0,0,0,0,0,0,17,0,0,0,11,16,0,0,13,14,0,0,12,0
Terrisporobacter hibernicus,460,15,0,17,0,54,71,54,39,24,28,455,40,50,64,68,77,208,140,68,79
Staphylococcus sp. IVB6238,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0
Aminobacterium colombiense,10,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,11,0,0,0
Rhizobium gei,0,0,0,0,0,12,15,12,0,0,16,0,13,0,0,15,18,11,26,17,23
Geomonas sp. RF6,15,0,10,0,0,0,15,32,10,12,10,0,14,16,21,0,22,16,22,17,28
Pseudopedobacter saltans,129,19,27,18,24,16,19,13,0,0,0,60,0,0,0,44,38,43,48,49,14
Spiroplasma citri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,0,0
Caloramator sp. E03,58,17,36,17,11,39,82,74,45,35,72,91,66,76,85,45,104,165,146,93,67
Vibrio gallaecicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,0,0
Alicyclobacillus cycloheptanicus,21,10,11,12,0,12,32,48,15,20,15,0,25,35,26,39,27,19,29,25,26
Colwellia sp. PAMC 21821,0,0,33,0,0,0,0,0,0,0,0,14,0,0,0,0,0,25,14,0,14
Shinella sp. PSBB067,0,0,27,0,0,0,0,23,0,0,0,0,31,0,0,20,23,25,25,22,39
Chitinibacter bivalviorum,42,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Thermobifida halotolerans,0,0,0,0,0,0,19,20,0,0,0,0,23,0,0,0,0,19,0,0,0
Flavobacterium litorale,29,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,10,25,19,0,0
Actinomyces howellii,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,10,0,0,0
Komagataeibacter rhaeticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15
Plantactinospora sp. BC1,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium gonidiaformans,26,0,0,0,0,21,38,22,26,0,24,52,18,21,14,49,29,109,54,38,57
Algicella marina,0,0,0,0,0,0,0,12,0,0,0,0,13,0,0,11,12,13,13,0,10
Pseudomonas sp. CMR5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Mycolicibacterium thermoresistibile,0,0,29,0,0,0,21,24,28,0,0,0,11,22,19,16,13,12,24,16,0
