,sum,noZero,rowMeans
Erythrobacter litoralis,0.017996659015704502,16,0.0011247911884815314
Streptococcus anginosus,0.0246438324313864,19,0.0012970438121782315
Solibacillus silvestris,0.00636804400079,11,0.000578913090980909
Flavobacterium psychrophilum,0.0185715409933589,18,0.0010317522774088278
Candidatus Pelagibacter sp. RS39,0.0019300347099996998,5,0.00038600694199993996
Methanocaldococcus infernus,0.0037438836605935,7,0.0005348405229419286
Theiavirus salishense,0.0046687309103029,10,0.00046687309103029
Azospirillum brasilense,0.0277907247468505,17,0.0016347485145206176
Halopseudomonas sp. SMJS2,0.005431252140764399,10,0.0005431252140764399
Clostridium tetani,0.0521571917500144,21,0.0024836757976197336
Planococcus sp. N016,0.0080126795504402,13,0.000616359965418477
Streptococcus suis,0.337679524916511,21,0.016079977376976713
Flavobacterium davisii,0.005707881926625901,10,0.0005707881926625901
Geothrix oryzae,0.0099685763125832,15,0.0006645717541722134
Simiduia agarivorans,0.0038572982513511997,7,0.0005510426073358856
Veillonella atypica,0.05381051170589242,21,0.0025624053193282104
Luteibacter anthropi,0.005573794798632901,10,0.0005573794798632902
Campylobacter lari,0.018323605208478998,18,0.0010179780671377221
Alkaliphilus sp. B6464,0.0300777702727582,20,0.00150388851363791
Leifsonia sp. ZF2019,0.010033551624868001,12,0.0008361293020723334
Formosa sp. Hel1_33_131,0.0061035919751779,9,0.0006781768861308777
Thermotomaculum hydrothermale,0.010618543061258201,17,0.0006246201800740118
Lactobacillus taiwanensis,0.0065151837849251005,9,0.0007239093094361222
Exiguobacterium marinum,0.0126846585757112,18,0.0007047032542061778
Chromobacterium paludis,0.006765293549805301,9,0.0007516992833117
Kaistia sp. 32K,0.0037206213587843004,6,0.0006201035597973834
Snodgrassella alvi,0.0069816040156723,12,0.0005818003346393584
Stanieria cyanosphaera,0.0229991333261752,17,0.0013528901956573647
Francisella philomiragia,0.016574341747846,15,0.0011049561165230666
Shinella zoogloeoides,0.040616398761740495,16,0.002538524922608781
Lentilactobacillus curieae,0.0084821880880747,11,0.0007711080080067909
Mycobacterium sp. Aquia_216,0.0030190615621453996,7,0.00043129450887791423
Hyphomonas sp. Mor2,0.0071460288787521,13,0.0005496945291347769
Paucibacter sp. S2-9,0.0083727553336361,11,0.0007611595757851
Lysinibacillus agricola,0.0056253891272885,11,0.0005113990115716818
Mucispirillum schaedleri,0.0204816963139748,18,0.0011378720174430445
Muricauda sp. SCSIO 65647,0.008233941602414,13,0.0006333801232626154
Bacillus arachidis,0.007075531034464301,14,0.0005053950738903072
Clostridium sporogenes,0.1129438883312173,21,0.005378280396724633
Alloacidobacterium dinghuense,0.005821725769052701,11,0.0005292477971866092
Chryseobacterium sp. CY350,0.011121742495418899,14,0.0007944101782442071
Pedobacter suwonensis,0.0077853866115239,13,0.0005988758931941462
Planococcus sp. PAMC 21323,0.0031225492437105,5,0.0006245098487421
Eubacterium callanderi,0.8572265358665433,21,0.04082031123174016
uncultured Cohaesibacter sp.,0.11494669162144021,21,0.005473651981973343
Hymenobacter jejuensis,0.0185178809594373,20,0.000925894047971865
Verrucosispora sp. NA02020,0.0134497518984556,14,0.0009606965641753999
Agromyces aureus,0.0038605168220191,7,0.0005515024031455858
Mycobacterium kubicae,0.009510424742911201,14,0.0006793160530650858
Lactococcus cremoris,0.16493481922526804,21,0.00785403901072705
Polaribacter cellanae,0.0068491386430954,12,0.0005707615535912833
Prevotella sp. E13-17,0.2061995385890157,21,0.009819025647095986
Cytobacillus gottheilii,0.0249045275859879,21,0.0011859298850470429
Corynebacterium suedekumii,0.006210394913594101,9,0.0006900438792882334
Prevotella melaninogenica,0.40349205582222375,21,0.019213907420105893
Polaribacter sp. BM10,0.017818130371707198,15,0.0011878753581138133
Streptomyces sp. CA-210063,0.010636189315808,9,0.0011817988128675556
Prevotella veroralis,0.15971159373677501,21,0.007605313987465477
Pseudomonas sp. URMO17WK12:I11,0.0038295390033773005,5,0.0007659078006754601
Paenibacillus stellifer,0.032644997291237904,21,0.0015545236805351384
Methylococcus sp. EFPC2,0.0023306181328598997,6,0.00038843635547664994
Lancefieldella sp. Marseille-Q7238,0.0146505495806008,19,0.0007710815568737263
Methylobacterium sp. FF17,0.008355674237225599,12,0.0006963061864354666
Halorhodospira halophila,0.0019310837783143,5,0.00038621675566286
Halorubrum salinarum,0.0066375990297395,6,0.0011062665049565833
Microbacterium sp. LKL04,0.0024110507251462,5,0.00048221014502924003
Campylobacter fetus,0.012037104046479901,15,0.00080247360309866
Komagataeibacter medellinensis,0.0044296830452111,8,0.0005537103806513875
Vibrio maritimus,0.007084190163203501,7,0.0010120271661719286
Massilia sp. YMA4,0.011693515288772199,12,0.0009744596073976833
Bombilactobacillus bombi,0.0038843011196629,7,0.0005549001599518429
Echinicola soli,0.0101434055718428,17,0.000596670915990753
Mycolicibacterium sp. YH-1,0.0056460664981142,11,0.0005132787725558364
Bacteroides humanifaecis,2.108171604213029,21,0.10038912401014424
Vagococcus fluvialis,0.019363580591431697,20,0.0009681790295715849
Pseudobacter ginsenosidimutans,0.0176732928115437,18,0.0009818496006413168
Candidatus Formimonas warabiya,0.027510457258495498,21,0.0013100217742140713
Bifidobacterium catenulatum,0.42456618182439004,21,0.02021743722973286
Flavobacterium sp. F-340,0.0078928459088304,12,0.0006577371590692
Amycolatopsis sp. CA-230715,0.010513278384665401,14,0.0007509484560475286
Leucobacter muris,0.0066109803235533,7,0.0009444257605076143
Vibrio cincinnatiensis,0.0064992516103679,10,0.00064992516103679
Bradyrhizobium sp. ORS 278,0.007654459507946702,12,0.0006378716256622252
Fundicoccus culcitae,0.0038041314858096,7,0.0005434473551156571
Dickeya zeae,0.013656895850296998,14,0.0009754925607354999
Leptotrichia sp. oral taxon 212,0.025251136319009396,20,0.0012625568159504697
Leptotrichia hofstadii,0.008328661223642,12,0.0006940551019701666
Metabacillus sp. B2-18,0.004895576877241401,6,0.0008159294795402334
Sneathia vaginalis,0.0095933733357271,12,0.0007994477779772582
Enterobacter cancerogenus,0.004378784779310601,10,0.00043787847793106007
Vibrio gallicus,0.003466003037787,5,0.0006932006075574
Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1,0.0057366709462901,5,0.0011473341892580201
Phocaeicola vulgatus,178.97359066117983,21,8.522551936246659
Zobellia laminariae,0.006413147178998299,13,0.0004933190137690999
uncultured Enterococcus sp.,0.026203182767047896,21,0.0012477706079546617
uncultured Roseateles sp.,0.0035720298193690995,9,0.00039689220215212217
Tellurirhabdus bombi,0.005735454614626801,8,0.0007169318268283501
Flavobacterium flavigenum,0.013064959951140997,14,0.0009332114250814998
Bradyrhizobium sediminis,0.0104092356988216,12,0.0008674363082351333
Methanosarcina siciliae,0.0079384846073476,10,0.00079384846073476
Shewanella algae,0.0218705773828491,20,0.001093528869142455
Campylobacter iguaniorum,0.0084138415337675,12,0.0007011534611472917
Marivirga harenae,0.0061219349762312,9,0.0006802149973590223
Histophilus somni,0.007356382473336201,9,0.0008173758303706889
Sphingobium sp. KCTC 72723,0.0034911148436873,8,0.0004363893554609125
Herminiimonas arsenitoxidans,0.0031519664558733,6,0.00052532774264555
Natronomonas salina,0.0058247007356085,9,0.0006471889706231666
Sideroxydans sp. CL21,0.0027036276762086,8,0.000337953459526075
Jeotgalicoccus saudimassiliensis,0.0106735099925316,15,0.00071156733283544
Ephemeroptericola cinctiostellae,0.0028668484814616995,5,0.0005733696962923399
Latilactobacillus curvatus,0.020054499730011596,19,0.001055499985790084
Sphingomonas changnyeongensis,0.0045793991991757,9,0.0005088221332417444
Psychrosphaera ytuae,0.0040277533885901004,9,0.0004475281542877889
Rickettsia typhi,0.0063019402877923,8,0.0007877425359740375
Allorhizobium pseudoryzae,0.0033115655330886997,7,0.0004730807904412428
Clostridium sp. C1,0.2820760430421375,21,0.013432192525816072
Oceanobacillus kimchii,0.009747568638230899,12,0.0008122973865192415
Afipia sp. GAS231,0.0072308876330753,7,0.0010329839475821856
Saccharopolyspora erythraea,0.0175847135787415,14,0.0012560509699101072
Nakamurella multipartita,0.0064972368509295005,12,0.000541436404244125
Vibrio aerogenes,0.005538586269315701,8,0.0006923232836644626
Brevibacillus composti,0.0169929584317696,17,0.0009995857901040942
Flavobacterium sp. NG2,0.007490289938087601,10,0.0007490289938087601
Xylanibacter ruminicola,0.23678914274586535,21,0.011275673464088826
Cloacibacterium sp. TD35,0.0028477560432844996,6,0.00047462600721408325
Pseudomonas pohangensis,0.0021643078197766,5,0.00043286156395532004
Parolsenella catena,0.04653598770715289,20,0.0023267993853576447
Paludicola sp. MB14-C6,0.15799303195697573,21,0.007523477712236939
Streptomyces ficellus,0.0030689401906263997,6,0.0005114900317710667
Streptococcus oriscaviae,0.007221752944118101,14,0.0005158394960084357
Vibrio cyclitrophicus,0.0141552153043563,12,0.0011796012753630249
Mycolicibacterium goodii,0.0069047877028325004,11,0.0006277079729847727
Desulfobulbus propionicus,0.012254646261149402,16,0.0007659153913218376
Malaciobacter mytili,0.0101221116373544,13,0.0007786239721041846
Dolichospermum compactum,0.0035059184691693,5,0.00070118369383386
Berryella wangjianweii,0.026047022433908995,21,0.001240334401614714
Sulfurimicrobium lacus,0.005083075113266701,9,0.0005647861236963001
Fenollaria massiliensis,0.022475111507704898,19,0.0011829006056686788
Paenibacillus cellulositrophicus,0.012766985212545599,13,0.0009820757855804308
Christensenella minuta,0.24945756978969758,21,0.011878931894747504
Bifidobacterium sp. ESL0704,0.0040832530419756,6,0.0006805421736626
Candidatus Deianiraea vastatrix,0.0021555515425777,5,0.00043111030851554
Oxalobacter aliiformigenes,0.015972268706502098,21,0.0007605842241191475
Sulfitobacter alexandrii,0.022950939779912798,16,0.0014344337362445499
Actinopolymorpha singaporensis,0.0052175750781539,10,0.0005217575078153901
Sphingomonas sp.,0.0029679502817875005,6,0.0004946583802979168
Cellulophaga sp. HaHaR_3_176,0.0148833547912359,20,0.000744167739561795
Treponema primitia,0.0214914331317895,21,0.001023401577704262
Trichothermofontia sichuanensis,0.0035188173599621994,10,0.00035188173599621993
Propionibacterium freudenreichii,0.0295433608816285,20,0.001477168044081425
Leuconostoc gasicomitatum,0.005094842528848601,6,0.0008491404214747668
Jeotgalicoccus sp. ATCC 8456,0.0042434611215176,7,0.0006062087316453715
Dermatobacter hominis,0.008340190232328999,14,0.0005957278737377857
Melissococcus plutonius,0.0100779901271121,15,0.00067186600847414
Leptotrichia sp. oral taxon 218,0.008805805513711401,10,0.0008805805513711401
Sporosarcina sp. T2O-4,0.008436004435684,15,0.0005624002957122666
Agromyces flavus,0.0034095638842693995,7,0.0004870805548956285
Streptomyces dengpaensis,0.0075762999915264,13,0.0005827923070404923
Shewanella polaris,0.0101573039677554,7,0.001451043423965057
Lactobacillus apis,0.011315437008635501,17,0.0006656139416844413
Shewanella frigidimarina,0.0060277180489104,7,0.0008611025784157714
Brevibacillus choshinensis,0.013371269469419599,19,0.0007037510247062947
Paracoccus marcusii,0.0056699604755104,6,0.0009449934125850667
Bifidobacterium sp. ESL0728,0.0044579422978025,7,0.0006368488996860714
Virgibacillus sp. MSP4-1,0.0084084778896083,17,0.000494616346447547
Bibersteinia trehalosi,0.028503960832296497,9,0.003167106759144055
Sphingomonas panacis,0.009219259419774702,17,0.000542309377633806
Geodermatophilus obscurus,0.0028294632273745,6,0.00047157720456241664
Nocardioides sp. Arc9.136,0.004415956461627301,8,0.0005519945577034126
Limosilactobacillus mucosae,0.0159670825176963,20,0.000798354125884815
Coprococcus catus,3.583831088275257,21,0.1706586232512027
Citrobacter rodentium,0.0049867902760451,8,0.0006233487845056374
Allomuricauda aurantiaca,0.0064377317445005,10,0.0006437731744500499
Leptotrichia wadei,0.037599591925284594,19,0.001978925890804452
Brachybacterium sp. Z12,0.003977202437693199,7,0.0005681717768133142
Mixta calida,0.0033485922265915997,8,0.00041857402832394996
endosymbiont of unidentified scaly snail isolate Monju,0.010314884202312998,13,0.0007934526309471537
Ensifer canadensis,0.0053382186282991,9,0.0005931354031443445
Fusobacterium animalis,0.045506525639898,17,0.002676854449405765
Enterococcus faecalis,0.1258779439258111,21,0.005994187805991004
Streptantibioticus cattleyicolor,0.0070781578255919,9,0.0007864619806213222
Colwellia psychrerythraea,0.0055729851076082,10,0.00055729851076082
Lysobacter luteus,0.0021910931698329,6,0.00036518219497215005
Actinomyces pacaensis,0.00910103313724,15,0.0006067355424826667
Paramagnetospirillum magneticum,0.015040069096414102,14,0.0010742906497438645
Thioalkalivibrio sulfidiphilus,0.0078272484663576,11,0.0007115680423961455
Ornithobacterium rhinotracheale,0.0314384465053873,19,0.0016546550792309108
Parageobacillus caldoxylosilyticus,0.0109411773854176,14,0.0007815126703869715
Deinococcus irradiatisoli,0.006676219721347401,11,0.0006069290655770364
Ponticoccus alexandrii,0.0038373755919967997,6,0.0006395625986661333
Limihaloglobus sulfuriphilus,0.0081686722353905,12,0.0006807226862825417
Parabacteroides merdae,14.945301998533656,21,0.7116810475492217
Citrobacter tructae,0.0019809285299083,5,0.00039618570598166
Occultella kanbiaonis,0.013273302768639599,16,0.0008295814230399749
Acinetobacter bouvetii,0.002226577145005,5,0.00044531542900100004
Bacillus cytotoxicus,0.0107558466088618,17,0.0006326968593448118
Corynebacterium uterequi,0.0038200887553902,6,0.0006366814592317
Nocardia arthritidis,0.0067354629096638,11,0.0006123148099694363
Mogibacterium neglectum,0.0322608438382421,21,0.0015362306589639095
uncultured Methanocorpusculum sp.,0.0050812188129965,8,0.0006351523516245625
Streptococcus halotolerans,0.0125080197392949,17,0.000735765867017347
Rubripirellula lacrimiformis,0.0037182371663161996,7,0.0005311767380451714
Robiginitalea biformata,0.008917211804975799,16,0.0005573257378109874
Haemophilus haemolyticus,0.0208047608694576,8,0.0026005951086822
Desulforamulus reducens,0.018280080022020296,21,0.0008704800010485856
Lactobacillus delbrueckii,0.030226130611518003,21,0.0014393395529294288
Rhizobium daejeonense,0.0074571398289364,9,0.0008285710921040445
Actinobacillus equuli,0.015073093291618298,15,0.0010048728861078865
Nocardia iowensis,0.0060876040931502,10,0.00060876040931502
Staphylococcus arlettae,0.010770919923472903,15,0.0007180613282315268
Iamia majanohamensis,0.013102644944333702,14,0.0009359032103095501
Variovorax sp. PAMC28562,0.0063654540714398,11,0.0005786776428581636
Proteiniphilum propionicum,0.0460134394992159,21,0.0021911161666293287
Qipengyuania flava,0.0127066067970455,11,0.0011551460724586818
Chitinophaga caeni,0.0117095570795755,17,0.0006887974752691471
Cyanobium gracile,0.0051539325819479,8,0.0006442415727434876
Pigmentiphaga sp. H8,0.0106526432556211,14,0.0007609030896872215
Parageobacillus sp. KH3-4,0.011732506142969099,14,0.0008380361530692214
Spirosoma rigui,0.0110127562221128,18,0.0006118197901173778
Chlorobaculum tepidum,0.0033574087575541003,6,0.0005595681262590167
Hydrogenibacillus sp. N12,0.0126004135599373,14,0.0009000295399955214
Sodalis ligni,0.0106791614800633,17,0.0006281859694154882
Olleya sp. YS,0.0031297018303701,6,0.0005216169717283499
Sphingobacterium sp. CZ-2,0.017666746368636597,17,0.0010392203746256822
Francisella tularensis,0.0203062569852262,15,0.0013537504656817468
Enterobacter asburiae,0.038470145274642195,19,0.002024744488139063
Herbaspirillum sp. WKF16,0.0074356981029113,10,0.00074356981029113
Rothia mucilaginosa,0.025965381727501496,21,0.0012364467489286426
Oceanithermus profundus,0.0053053569282102,9,0.0005894841031344667
Stappia sp. ES.058,0.010841722068688199,14,0.0007744087191920142
Aminipila terrae,0.0609584756242043,21,0.002902784553533538
Desulfovibrio mangrovi,0.016279728571156702,14,0.0011628377550826215
Gordonia rubripertincta,0.011497713420444202,7,0.001642530488634886
Leuconostoc pseudomesenteroides,0.0036324587010290997,6,0.00060540978350485
Erwinia sp. DE2,0.0027530740533403997,6,0.00045884567555673326
Hydrogenobacter thermophilus,0.0016542374548283998,6,0.00027570624247139997
Spiroplasma platyhelix,0.0024543851786957,5,0.00049087703573914
Xanthomonas oryzae,0.0072230433900184006,12,0.0006019202825015334
Streptococcus mutans,0.0166625413042421,20,0.0008331270652121049
Apilactobacillus kunkeei,0.0057508338031578,9,0.0006389815336842
Methylobacter sp. S3L5C,0.0044551586303619006,7,0.0006364512329088429
Catenovulum sp. TS8,0.0028320530122687,5,0.00056641060245374
Parashewanella tropica,0.0155248270231024,17,0.0009132251190060235
Sphingorhabdus sp. YGSMI21,0.004696274065458201,9,0.0005218082294953557
Paracoccus aminovorans,0.0086215604620151,10,0.0008621560462015101
Legionella geestiana,0.0064496300562912005,10,0.00064496300562912
Hyphomonas sp.,0.0095651665358956,12,0.0007970972113246333
Parasphingorhabdus litoris,0.0019036215475302,5,0.00038072430950604003
Streptomyces sp. P3,0.010955433062748201,12,0.0009129527552290168
Vibrio sp. SCSIO 43135,0.0036060361280657004,9,0.00040067068089618893
Paenibacillus polymyxa,0.129145803491873,21,0.006149800166279666
Nocardia yamanashiensis,0.0061858523802435,11,0.0005623502163857728
